mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
32-21625-0001_4481-17499-0044,32.0,F,4481.0,F
8108-280359-0028_8838-298546-0023,8108.0,M,8838.0,M
8630-305212-0008_5393-19219-0059,8630.0,M,5393.0,F
6078-54007-0029_1116-132847-0031,6078.0,F,1116.0,F
831-130739-0061_4051-11218-0051,831.0,M,4051.0,F
8797-294123-0099_2843-152918-0012,8797.0,M,2843.0,M
3436-172171-0063_3168-173565-0004,3436.0,M,3168.0,M
2289-152254-0002_3440-171006-0003,2289.0,M,3440.0,F
587-41611-0009_5456-58161-0004,587.0,F,5456.0,M
1898-145715-0018_1081-125237-0102,1898.0,F,1081.0,M
7059-77900-0041_1992-141719-0025,7059.0,F,1992.0,F
150-126107-0027_3374-298026-0007,150.0,F,3374.0,M
4830-25904-0037_2182-181173-0001,4830.0,M,2182.0,F
730-358-0000_1235-135883-0046,730.0,F,1235.0,M
887-123289-0020_8312-279791-0011,887.0,F,8312.0,F
2196-174172-0009_1081-125237-0062,2196.0,F,1081.0,M
6531-61334-0094_4051-11218-0038,6531.0,F,4051.0,F
8629-261140-0001_3526-176653-0047,8629.0,M,3526.0,F
1040-133433-0019_7078-271888-0075,1040.0,M,7078.0,F
8108-280359-0024_5463-39174-0036,8108.0,M,5463.0,M
5652-39938-0021_5390-30096-0030,5652.0,F,5390.0,M
5778-12761-0028_39-121914-0034,5778.0,F,39.0,F
2436-2481-0010_5393-19218-0059,2436.0,M,5393.0,F
7059-77900-0028_1578-140049-0025,7059.0,F,1578.0,F
4397-15668-0001_163-121908-0012,4397.0,M,163.0,M
2514-149482-0017_4297-13006-0014,2514.0,M,4297.0,F
911-128684-0038_8468-294887-0005,911.0,M,8468.0,F
5652-19215-0057_696-93314-0030,5652.0,F,696.0,F
6064-56165-0011_7780-274562-0033,6064.0,F,7780.0,F
1867-154071-0000_8629-261140-0050,1867.0,M,8629.0,M
250-142276-0007_7367-86737-0088,250.0,F,7367.0,M
6880-216547-0097_1455-134435-0056,6880.0,M,1455.0,M
5339-14134-0033_6367-65536-0049,5339.0,F,6367.0,M
298-126791-0018_374-180298-0023,298.0,F,374.0,M
6529-62554-0033_5703-47198-0017,6529.0,M,5703.0,M
5789-57195-0026_302-123504-0030,5789.0,F,302.0,F
4362-15663-0007_5678-43302-0019,4362.0,F,5678.0,M
4297-13009-0029_6836-61803-0002,4297.0,F,6836.0,M
1594-135914-0015_8095-274345-0010,1594.0,M,8095.0,M
3242-67168-0037_1116-132847-0039,3242.0,M,1116.0,F
1363-139304-0028_211-122442-0054,1363.0,F,211.0,F
730-358-0036_8419-286676-0003,730.0,F,8419.0,M
250-142276-0012_3983-5331-0002,250.0,F,3983.0,F
3830-12530-0000_446-123502-0003,3830.0,M,446.0,M
7226-86964-0050_2989-138028-0009,7226.0,M,2989.0,F
3947-13262-0013_6818-76332-0039,3947.0,F,6818.0,F
2391-145015-0111_7794-295947-0036,2391.0,F,7794.0,F
887-123289-0012_7794-295948-0013,887.0,F,7794.0,F
625-132118-0013_3436-172162-0033,625.0,M,3436.0,M
8630-305212-0007_7447-91187-0002,8630.0,M,7447.0,M
7780-274562-0028_6925-80680-0011,7780.0,F,6925.0,M
2518-154825-0055_6563-63821-0015,2518.0,M,6563.0,M
8226-274371-0027_6818-76332-0020,8226.0,M,6818.0,F
2764-36616-0029_60-121082-0051,2764.0,F,60.0,M
8797-294123-0008_1898-145702-0004,8797.0,M,1898.0,F
5104-33406-0031_3526-176653-0031,5104.0,M,3526.0,F
6836-61803-0003_3607-135982-0009,6836.0,M,3607.0,M
446-123501-0059_8629-261140-0038,446.0,M,8629.0,M
1098-133695-0031_3112-9555-0036,1098.0,F,3112.0,F
2159-179156-0002_248-130697-0009,2159.0,M,248.0,F
1081-125237-0112_6848-76049-0029,1081.0,M,6848.0,M
6385-220959-0005_403-216-0005,6385.0,F,403.0,F
83-9960-0019_7190-90542-0030,83.0,F,7190.0,M
6367-65536-0070_289-121665-0027,6367.0,M,289.0,F
3374-298025-0028_5652-39938-0046,3374.0,M,5652.0,F
8580-287364-0016_328-129766-0060,8580.0,M,328.0,F
2092-145706-0023_1081-125237-0004,2092.0,F,1081.0,M
8419-286667-0001_250-142276-0048,8419.0,M,250.0,F
1040-133433-0031_1263-138246-0017,1040.0,M,1263.0,F
8468-286673-0005_4362-15663-0080,8468.0,F,4362.0,F
4051-11217-0018_3374-298032-0032,4051.0,F,3374.0,M
8770-295462-0017_4362-15663-0036,8770.0,M,4362.0,F
8747-293952-0100_6000-86686-0018,8747.0,M,6000.0,F
5192-19397-0068_7148-82991-0015,5192.0,M,7148.0,F
1235-135887-0019_7078-271888-0042,1235.0,M,7078.0,F
669-129074-0014_1116-137572-0032,669.0,F,1116.0,F
5808-48608-0045_1553-140047-0009,5808.0,M,1553.0,F
8238-274553-0046_909-131044-0000,8238.0,F,909.0,M
3983-5371-0019_460-172359-0067,3983.0,F,460.0,M
5789-57195-0018_2384-152900-0015,5789.0,F,2384.0,M
5456-58161-0024_87-121553-0015,5456.0,M,87.0,F
8312-279790-0005_7078-271888-0087,8312.0,F,7078.0,F
6415-100596-0015_6078-54013-0061,6415.0,F,6078.0,F
8014-112602-0012_7447-91187-0022,8014.0,F,7447.0,M
3214-167607-0027_911-128684-0034,3214.0,M,911.0,M
19-198-0033_254-127705-0028,19.0,F,254.0,M
5703-47198-0001_3879-173592-0036,5703.0,M,3879.0,F
3830-12531-0016_6415-100596-0008,3830.0,M,6415.0,F
6437-66173-0008_5393-19219-0041,6437.0,M,5393.0,F
7780-274562-0012_3983-5331-0016,7780.0,F,3983.0,F
250-142286-0008_5789-70653-0018,250.0,F,5789.0,F
4406-16882-0017_8312-279790-0015,4406.0,M,8312.0,F
4788-94904-0024_1235-135887-0024,4788.0,M,1235.0,M
445-123857-0023_7800-283478-0010,445.0,M,7800.0,F
4680-16042-0030_2007-149877-0053,4680.0,F,2007.0,F
5022-29411-0015_229-130880-0018,5022.0,F,229.0,M
78-369-0045_6385-34669-0009,78.0,M,6385.0,F
8975-270782-0104_8063-274115-0029,8975.0,F,8063.0,M
4397-15678-0041_8419-286667-0012,4397.0,M,8419.0,M
7635-105661-0048_460-172359-0009,7635.0,F,460.0,M
412-126975-0034_8629-261140-0041,412.0,M,8629.0,M
7402-59171-0040_2989-138035-0055,7402.0,M,2989.0,F
328-129766-0084_1355-39947-0034,328.0,F,1355.0,M
7113-86041-0036_150-126107-0026,7113.0,F,150.0,F
3486-166446-0034_5456-62043-0000,3486.0,M,5456.0,M
8630-305213-0032_1841-150351-0032,8630.0,M,1841.0,F
7505-258958-0005_2691-156745-0005,7505.0,M,2691.0,F
3983-5371-0044_6081-41997-0034,3983.0,F,6081.0,M
3807-4955-0019_1926-143879-0016,3807.0,M,1926.0,F
8123-275209-0014_289-121665-0024,8123.0,F,289.0,F
2817-142371-0049_6415-116629-0026,2817.0,F,6415.0,F
3947-13262-0041_7312-92432-0020,3947.0,F,7312.0,M
2518-154826-0039_6415-116629-0011,2518.0,M,6415.0,F
3235-28452-0030_7402-90848-0035,3235.0,F,7402.0,M
887-123289-0014_298-126790-0008,887.0,F,298.0,F
103-1240-0043_696-93314-0055,103.0,F,696.0,F
4853-29413-0016_8468-294887-0018,4853.0,F,8468.0,F
6000-55211-0026_6064-56168-0009,6000.0,F,6064.0,F
6563-285357-0014_150-126112-0005,6563.0,M,150.0,F
1455-134435-0050_481-123719-0013,1455.0,M,481.0,M
5652-39938-0060_1898-145702-0013,5652.0,F,1898.0,F
8123-275209-0013_6925-80680-0084,8123.0,F,6925.0,M
8609-283227-0063_8238-283452-0028,8609.0,M,8238.0,F
8123-275216-0023_2910-131096-0000,8123.0,F,2910.0,F
7505-83618-0026_460-172359-0056,7505.0,M,460.0,M
1963-142776-0005_2416-152137-0023,1963.0,F,2416.0,F
7078-271888-0083_2952-407-0006,7078.0,F,2952.0,M
89-218-0048_78-369-0015,89.0,F,78.0,M
1723-141149-0056_3830-12530-0004,1723.0,M,3830.0,M
201-127786-0035_7800-283478-0001,201.0,M,7800.0,F
3723-171115-0006_6385-34655-0016,3723.0,M,6385.0,F
89-218-0005_4195-186237-0023,89.0,F,4195.0,F
7447-91187-0034_3486-166446-0011,7447.0,M,3486.0,M
1447-17506-0001_6563-63821-0013,1447.0,F,6563.0,M
696-93314-0004_5393-19218-0009,696.0,F,5393.0,F
7800-283493-0007_3607-29116-0025,7800.0,F,3607.0,M
5393-19218-0015_4441-76263-0002,5393.0,F,4441.0,M
3242-8112-0020_3607-135982-0048,3242.0,M,3607.0,M
4397-15668-0019_4014-186179-0017,4397.0,M,4014.0,M
3699-175950-0024_3947-13262-0046,3699.0,M,3947.0,F
3374-298025-0029_2817-142380-0003,3374.0,M,2817.0,F
831-130746-0028_8238-283452-0003,831.0,M,8238.0,F
4853-27671-0036_1081-125237-0007,4853.0,F,1081.0,M
201-127786-0021_7447-91187-0029,201.0,M,7447.0,M
4014-186175-0019_4160-14187-0014,4014.0,M,4160.0,F
60-121082-0047_7367-86737-0030,60.0,M,7367.0,M
374-180299-0006_4051-11218-0010,374.0,M,4051.0,F
2136-5140-0004_6818-68772-0040,2136.0,M,6818.0,F
4853-27670-0029_3947-13262-0035,4853.0,F,3947.0,F
7447-91187-0001_2159-179154-0017,7447.0,M,2159.0,M
1034-121119-0057_1502-122615-0020,1034.0,M,1502.0,F
6181-216552-0054_233-134440-0012,6181.0,M,233.0,M
6081-41998-0009_4051-11218-0007,6081.0,M,4051.0,F
2836-5354-0022_458-126305-0001,2836.0,F,458.0,M
7113-86041-0024_87-121553-0019,7113.0,F,87.0,F
27-124992-0025_201-122255-0005,27.0,M,201.0,M
7113-86041-0097_27-123349-0048,7113.0,F,27.0,M
1098-133695-0055_887-123290-0006,1098.0,F,887.0,F
118-47824-0072_7190-90542-0040,118.0,M,7190.0,M
6563-285357-0030_1455-134435-0026,6563.0,M,1455.0,M
8630-305213-0030_5808-48608-0049,8630.0,M,5808.0,M
6476-96661-0002_4853-27670-0002,6476.0,F,4853.0,F
458-126294-0002_5808-54425-0014,458.0,M,5808.0,M
3664-178366-0023_3214-167607-0014,3664.0,M,3214.0,M
1743-142913-0005_5390-24512-0040,1743.0,M,5390.0,M
669-129074-0012_2952-410-0045,669.0,F,2952.0,M
40-222-0057_27-124992-0005,40.0,F,27.0,M
8797-294123-0052_7635-105409-0037,8797.0,M,7635.0,F
2893-139310-0042_7635-105409-0029,2893.0,M,7635.0,F
8465-246940-0029_328-129766-0088,8465.0,F,328.0,F
2518-154826-0017_460-172359-0037,2518.0,M,460.0,M
4014-186179-0004_27-124992-0024,4014.0,M,27.0,M
405-130894-0071_1624-168623-0018,405.0,M,1624.0,M
2893-139322-0012_254-27760-0009,2893.0,M,254.0,M
8051-118101-0020_3857-182315-0037,8051.0,F,3857.0,M
8770-295465-0028_302-123516-0016,8770.0,M,302.0,F
1867-154075-0001_1578-140049-0038,1867.0,M,1578.0,F
3214-167606-0025_3240-131231-0059,3214.0,M,3240.0,M
4397-15668-0020_5463-39174-0046,4397.0,M,5463.0,M
4406-16883-0039_6848-252323-0024,4406.0,M,6848.0,M
2514-149482-0095_1098-133695-0076,2514.0,M,1098.0,F
39-121916-0011_3168-173564-0004,39.0,F,3168.0,M
7402-59171-0011_1098-133695-0088,7402.0,M,1098.0,F
1355-39947-0042_1624-142933-0025,1355.0,M,1624.0,M
4160-11550-0003_5022-29411-0009,4160.0,F,5022.0,F
8123-275193-0014_7113-86041-0002,8123.0,F,7113.0,F
26-496-0005_7067-76047-0048,26.0,M,7067.0,M
6081-41998-0028_5703-47198-0056,6081.0,M,5703.0,M
3982-182255-0018_1553-140047-0010,3982.0,F,1553.0,F
4267-72637-0032_4859-26870-0006,4267.0,M,4859.0,M
7148-82991-0034_1970-10594-0008,7148.0,F,1970.0,F
5750-100289-0053_831-130746-0052,5750.0,M,831.0,M
6454-107462-0000_2518-154825-0018,6454.0,M,2518.0,M
1723-141149-0102_3242-67153-0012,1723.0,M,3242.0,M
1723-141149-0054_2002-139469-0024,1723.0,M,2002.0,M
7078-271888-0108_211-122425-0000,7078.0,F,211.0,F
200-124140-0034_233-155990-0002,200.0,F,233.0,M
8419-286667-0004_2436-2477-0017,8419.0,M,2436.0,M
5561-41615-0039_1363-135842-0031,5561.0,F,1363.0,F
8312-279791-0041_3983-5331-0034,8312.0,F,3983.0,F
5104-33406-0051_1363-135842-0021,5104.0,M,1363.0,F
403-216-0027_2817-142371-0052,403.0,F,2817.0,F
229-130880-0009_669-129061-0061,229.0,M,669.0,F
4853-29413-0027_1334-135589-0052,4853.0,F,1334.0,M
3374-298025-0012_5561-39621-0018,3374.0,M,5561.0,F
1841-179183-0033_1970-26100-0013,1841.0,F,1970.0,F
2289-152253-0028_1502-122615-0032,2289.0,M,1502.0,F
7859-102519-0005_446-123502-0043,7859.0,F,446.0,M
1594-135914-0042_8063-274117-0034,1594.0,M,8063.0,M
5561-41616-0027_2843-152918-0080,5561.0,F,2843.0,M
6064-56168-0013_211-122425-0005,6064.0,F,211.0,F
5192-19397-0067_669-129074-0028,5192.0,M,669.0,F
4898-20016-0005_125-121342-0040,4898.0,M,125.0,F
7113-86041-0018_7447-91187-0033,7113.0,F,7447.0,M
125-121342-0009_8312-279790-0031,125.0,F,8312.0,F
3486-166424-0016_7264-92314-0029,3486.0,M,7264.0,M
1183-133256-0007_2289-152258-0023,1183.0,F,2289.0,M
7517-100429-0023_3240-131232-0028,7517.0,F,3240.0,M
3235-28452-0021_5456-24741-0007,3235.0,F,5456.0,M
4051-11217-0022_7113-86041-0012,4051.0,F,7113.0,F
4830-25904-0018_8226-274371-0015,4830.0,M,8226.0,M
1624-142933-0004_7113-86041-0033,1624.0,M,7113.0,F
4088-158079-0010_730-359-0024,4088.0,F,730.0,F
2893-139322-0001_2159-179157-0027,2893.0,M,2159.0,M
8747-293952-0031_8108-274318-0023,8747.0,M,8108.0,M
7190-90543-0008_3830-12530-0020,7190.0,M,3830.0,M
311-124404-0044_7794-295955-0018,311.0,M,7794.0,F
669-129061-0016_1723-141149-0040,669.0,F,1723.0,M
4788-94904-0001_6000-55211-0008,4788.0,M,6000.0,F
6531-61334-0025_1992-141719-0028,6531.0,F,1992.0,F
3982-178459-0016_4813-248638-0026,3982.0,F,4813.0,M
7402-90848-0020_4397-15668-0037,7402.0,M,4397.0,M
2159-179154-0032_6415-116629-0021,2159.0,M,6415.0,F
250-142286-0010_4362-15663-0099,250.0,F,4362.0,F
8324-286682-0026_3168-173565-0029,8324.0,F,3168.0,M
198-126831-0021_226-131532-0014,198.0,F,226.0,F
5049-25947-0006_118-47824-0077,5049.0,M,118.0,M
4481-17498-0031_3374-298032-0029,4481.0,F,3374.0,M
7190-90543-0029_1447-130550-0021,7190.0,M,1447.0,F
2817-142380-0017_8425-246962-0005,2817.0,F,8425.0,M
7780-274562-0049_2989-138028-0050,7780.0,F,2989.0,F
311-124404-0105_887-123291-0011,311.0,M,887.0,F
7635-105409-0035_2893-139322-0013,7635.0,F,2893.0,M
8095-274345-0000_89-219-0005,8095.0,M,89.0,F
412-126975-0079_2836-5354-0016,412.0,M,2836.0,F
4898-20016-0028_5561-41615-0031,4898.0,M,5561.0,F
3723-171115-0031_83-11691-0021,3723.0,M,83.0,F
8580-287363-0000_103-1240-0021,8580.0,M,103.0,F
2436-2476-0012_6064-56168-0031,2436.0,M,6064.0,F
2007-132570-0039_3168-173564-0012,2007.0,F,3168.0,M
2436-2476-0016_248-130652-0037,2436.0,M,248.0,F
5393-19218-0013_8324-286683-0030,5393.0,F,8324.0,F
307-127535-0030_3112-9554-0012,307.0,M,3112.0,F
446-123501-0046_3486-166446-0006,446.0,M,3486.0,M
403-128339-0045_5652-39938-0011,403.0,F,5652.0,F
3830-12530-0037_7447-91186-0021,3830.0,M,7447.0,M
4267-287369-0009_1363-135842-0041,4267.0,M,1363.0,F
4406-16882-0020_405-130894-0067,4406.0,M,405.0,M
1970-10594-0034_374-180299-0019,1970.0,F,374.0,M
2391-145015-0002_6925-80680-0035,2391.0,F,6925.0,M
4830-25898-0054_4406-16883-0021,4830.0,M,4406.0,M
1898-145715-0008_6531-61334-0063,1898.0,F,6531.0,F
125-121124-0054_1970-10594-0021,125.0,F,1970.0,F
6925-80680-0048_3214-167602-0019,6925.0,M,3214.0,M
8975-270782-0093_2989-138035-0071,8975.0,F,2989.0,F
7635-105409-0068_7505-258958-0035,7635.0,F,7505.0,M
8095-274345-0035_8014-112586-0014,8095.0,M,8014.0,F
8108-274318-0021_6925-80680-0058,8108.0,M,6925.0,M
6385-220959-0025_6181-216552-0036,6385.0,F,6181.0,M
6437-66173-0050_1455-138263-0041,6437.0,M,1455.0,M
6385-34655-0006_6272-70168-0027,6385.0,F,6272.0,F
1334-135589-0051_125-121342-0043,1334.0,M,125.0,F
1183-133255-0003_226-131533-0020,1183.0,F,226.0,F
3857-182317-0009_4297-13006-0021,3857.0,M,4297.0,F
8580-287363-0022_6019-3185-0108,8580.0,M,6019.0,M
5867-48852-0049_446-123502-0010,5867.0,F,446.0,M
839-130898-0035_27-123349-0021,839.0,M,27.0,M
8014-280382-0009_587-54108-0009,8014.0,F,587.0,F
2182-150130-0029_1081-125237-0017,2182.0,F,1081.0,M
3486-166424-0019_6081-41997-0020,3486.0,M,6081.0,M
730-359-0028_8770-295465-0014,730.0,F,8770.0,M
7367-86737-0053_1867-154075-0036,7367.0,M,1867.0,M
3982-178459-0063_5789-57195-0023,3982.0,F,5789.0,F
1069-133699-0016_2182-181173-0014,1069.0,F,2182.0,F
3947-13260-0013_1737-148989-0024,3947.0,F,1737.0,F
8095-274346-0045_587-41619-0007,8095.0,M,587.0,F
1502-122619-0012_7302-86815-0005,1502.0,F,7302.0,F
289-121665-0001_5514-19192-0004,289.0,F,5514.0,F
60-121082-0036_7367-86737-0095,60.0,M,7367.0,M
1069-133709-0024_6209-34601-0014,1069.0,F,6209.0,M
3983-5371-0024_332-128985-0002,3983.0,F,332.0,M
83-9960-0035_2989-138028-0070,83.0,F,2989.0,F
233-134440-0038_5393-19218-0031,233.0,M,5393.0,F
3486-166424-0000_1992-141719-0027,3486.0,M,1992.0,F
7367-86737-0044_2989-138035-0063,7367.0,M,2989.0,F
2893-139310-0017_6272-70168-0025,2893.0,M,6272.0,F
6925-80680-0074_7780-274562-0060,6925.0,M,7780.0,F
6531-61334-0068_6209-34600-0026,6531.0,F,6209.0,M
125-121124-0061_4859-22176-0023,125.0,F,4859.0,M
1624-168623-0000_39-121914-0043,1624.0,M,39.0,F
6818-68772-0019_1743-142914-0026,6818.0,F,1743.0,M
1624-168623-0039_8063-274115-0027,1624.0,M,8063.0,M
7800-283492-0020_4680-16041-0011,7800.0,F,4680.0,F
4340-15220-0009_481-123720-0031,4340.0,F,481.0,M
7402-90848-0008_8747-293952-0097,7402.0,M,8747.0,M
8838-298546-0041_3526-175658-0014,8838.0,M,3526.0,F
32-4137-0035_8063-274116-0014,32.0,F,8063.0,M
2182-181183-0019_696-93314-0045,2182.0,F,696.0,F
6209-34600-0018_4340-15220-0093,6209.0,M,4340.0,F
6385-220959-0033_4830-25904-0028,6385.0,F,4830.0,M
1098-133695-0071_8629-261139-0019,1098.0,F,8629.0,M
4362-15663-0005_1363-139304-0039,4362.0,F,1363.0,F
4680-16042-0005_3664-11714-0025,4680.0,F,3664.0,M
8324-286683-0025_7059-77897-0011,8324.0,F,7059.0,F
909-131045-0008_4898-20016-0013,909.0,M,4898.0,M
1594-135914-0080_1502-122619-0083,1594.0,M,1502.0,F
5514-19193-0007_3112-9555-0048,5514.0,F,3112.0,F
3723-171631-0054_6836-61803-0006,3723.0,M,6836.0,M
4853-29413-0007_2159-179154-0031,4853.0,F,2159.0,M
6454-93938-0030_7178-34644-0052,6454.0,M,7178.0,F
8051-118101-0034_7113-86041-0107,8051.0,F,7113.0,F
1502-122619-0072_27-123349-0049,1502.0,F,27.0,M
5789-57195-0031_405-130895-0019,5789.0,F,405.0,M
7402-59171-0041_8123-275209-0026,7402.0,M,8123.0,F
4481-17499-0035_7278-246956-0023,4481.0,F,7278.0,M
200-124139-0006_26-495-0047,200.0,F,26.0,M
7178-34644-0010_5652-39938-0054,7178.0,F,5652.0,F
625-132112-0019_3235-28433-0033,625.0,M,3235.0,F
5750-35690-0025_4853-29413-0010,5750.0,M,4853.0,F
7226-86965-0047_4267-78186-0018,7226.0,M,4267.0,M
6064-300880-0007_1867-154071-0004,6064.0,F,1867.0,M
8425-287387-0002_426-122819-0015,8425.0,M,426.0,F
5390-30102-0019_1263-139804-0023,5390.0,M,1263.0,F
2092-145706-0006_1594-135914-0003,2092.0,F,1594.0,M
2893-139322-0000_7302-86815-0006,2893.0,M,7302.0,F
403-126855-0005_5456-24741-0010,403.0,F,5456.0,M
103-1241-0032_6367-65536-0060,103.0,F,6367.0,M
1455-138263-0019_3440-171006-0007,1455.0,M,3440.0,F
3664-11714-0031_4014-186183-0003,3664.0,M,4014.0,M
6367-65536-0066_4137-11702-0001,6367.0,M,4137.0,F
233-155990-0016_1040-133433-0035,233.0,M,1040.0,M
1098-133695-0028_200-124140-0022,1098.0,F,200.0,F
4813-248641-0018_6880-216547-0102,4813.0,M,6880.0,M
3830-12531-0013_1334-135589-0090,3830.0,M,1334.0,M
163-122947-0045_2764-36616-0009,163.0,M,2764.0,F
4340-15220-0060_1183-133256-0009,4340.0,F,1183.0,F
6454-93938-0024_887-123291-0004,6454.0,M,887.0,F
40-222-0059_4830-25904-0004,40.0,F,4830.0,M
1963-147036-0031_2952-410-0026,1963.0,F,2952.0,M
3664-178366-0024_2136-5143-0013,3664.0,M,2136.0,M
7447-91187-0043_4853-27671-0009,7447.0,M,4853.0,F
5322-7679-0035_3983-5371-0039,5322.0,M,3983.0,F
7402-90848-0016_3374-298026-0030,7402.0,M,3374.0,M
5339-14134-0059_7505-258958-0002,5339.0,F,7505.0,M
302-123504-0008_6437-66172-0008,302.0,F,6437.0,M
6415-111615-0014_7078-271888-0044,6415.0,F,7078.0,F
1898-145715-0025_3374-298025-0021,1898.0,F,3374.0,M
2989-138035-0041_2182-181183-0002,2989.0,F,2182.0,F
27-124992-0047_32-21631-0002,27.0,M,32.0,F
1183-133255-0006_3168-173564-0010,1183.0,F,3168.0,M
211-122442-0066_6415-111615-0024,211.0,F,6415.0,F
4137-11701-0011_7226-86965-0040,4137.0,F,7226.0,M
460-172357-0021_1594-135914-0009,460.0,M,1594.0,M
3807-4923-0034_8629-261140-0034,3807.0,M,8629.0,M
1183-128659-0013_8108-274318-0026,1183.0,F,8108.0,M
5678-43302-0022_2518-154826-0004,5678.0,M,2518.0,M
3947-13262-0014_2289-152257-0025,3947.0,F,2289.0,M
4406-16883-0050_6437-66173-0045,4406.0,M,6437.0,M
40-222-0067_3436-172171-0016,40.0,F,3436.0,M
5456-62043-0015_3607-29116-0001,5456.0,M,3607.0,M
3947-13260-0035_5688-41232-0019,3947.0,F,5688.0,F
887-123291-0006_4397-15678-0038,887.0,F,4397.0,M
4788-91208-0023_696-92939-0018,4788.0,M,696.0,F
441-128982-0015_831-130746-0047,441.0,F,831.0,M
2416-152139-0001_7278-91083-0008,2416.0,F,7278.0,M
1363-135842-0018_5192-19397-0044,1363.0,F,5192.0,M
7511-102419-0050_1246-124548-0042,7511.0,F,1246.0,F
60-121082-0090_730-358-0015,60.0,M,730.0,F
3947-13260-0031_302-123523-0015,3947.0,F,302.0,F
7367-86737-0094_4051-11218-0022,7367.0,M,4051.0,F
7402-90848-0044_3723-171631-0042,7402.0,M,3723.0,M
60-121082-0056_1116-132847-0019,60.0,M,1116.0,F
5867-48852-0107_6880-216547-0106,5867.0,F,6880.0,M
909-131045-0042_8838-298545-0017,909.0,M,8838.0,M
226-122538-0006_458-126294-0003,226.0,F,458.0,M
7511-102420-0005_625-132112-0021,7511.0,F,625.0,M
8975-270782-0028_5808-54425-0040,8975.0,F,5808.0,M
7264-92310-0023_2764-36616-0000,7264.0,M,2764.0,F
7067-76048-0053_5867-48852-0003,7067.0,M,5867.0,F
4640-19187-0024_8838-298545-0036,4640.0,F,8838.0,M
6078-54007-0039_5678-43302-0020,6078.0,F,5678.0,M
7800-283478-0031_6880-216547-0046,7800.0,F,6880.0,M
8051-119902-0029_6531-61334-0087,8051.0,F,6531.0,F
4898-28461-0043_8098-278278-0015,4898.0,M,8098.0,M
89-219-0000_200-124139-0014,89.0,F,200.0,F
7278-246956-0012_7859-102518-0022,7278.0,M,7859.0,F
5688-15787-0030_1088-134318-0011,5688.0,F,1088.0,F
1034-121119-0033_1578-140049-0023,1034.0,M,1578.0,F
3486-166424-0026_200-126784-0037,3486.0,M,200.0,F
6880-216547-0039_7800-283493-0002,6880.0,M,7800.0,F
8580-287364-0021_2391-145015-0072,8580.0,M,2391.0,F
7302-86815-0026_6078-54007-0025,7302.0,F,6078.0,F
1992-141719-0033_445-123860-0016,1992.0,F,445.0,M
7447-91186-0024_198-126831-0026,7447.0,M,198.0,F
7367-86737-0040_125-121124-0052,7367.0,M,125.0,F
1502-122619-0054_3982-182255-0013,1502.0,F,3982.0,F
481-123720-0069_374-180299-0043,481.0,M,374.0,M
2989-138035-0051_1502-122619-0018,2989.0,F,1502.0,F
2691-156745-0029_3723-171631-0031,2691.0,F,3723.0,M
669-129061-0083_5688-15787-0028,669.0,F,5688.0,F
8770-295462-0032_625-132112-0045,8770.0,M,625.0,M
3486-166424-0059_5561-39621-0020,3486.0,M,5561.0,F
2092-145709-0016_78-368-0051,2092.0,F,78.0,M
7264-92316-0004_8108-280359-0002,7264.0,M,8108.0,M
2843-152918-0067_4441-76262-0010,2843.0,M,4441.0,M
7067-76048-0031_8098-278252-0031,7067.0,M,8098.0,M
211-122425-0017_5561-41616-0012,211.0,F,5561.0,F
5456-62043-0009_8238-283452-0022,5456.0,M,8238.0,F
7148-7763-0027_1841-150351-0023,7148.0,F,1841.0,F
32-21631-0018_5163-39921-0025,32.0,F,5163.0,F
2691-156745-0010_8051-295385-0005,2691.0,F,8051.0,F
1081-125237-0071_7859-102521-0004,1081.0,M,7859.0,F
6272-70191-0006_78-368-0005,6272.0,F,78.0,M
1116-132847-0006_1992-141719-0054,1116.0,F,1992.0,F
3699-175950-0011_4788-91208-0019,3699.0,M,4788.0,M
1926-143879-0040_60-121082-0050,1926.0,F,60.0,M
6415-100596-0023_196-122159-0025,6415.0,F,196.0,M
4640-19189-0023_3723-171631-0011,4640.0,F,3723.0,M
1970-28415-0004_2159-179157-0023,1970.0,F,2159.0,M
730-359-0050_2136-5143-0012,730.0,F,2136.0,M
1594-135914-0045_3436-172162-0003,1594.0,M,3436.0,M
6367-65536-0025_911-128684-0035,6367.0,M,911.0,M
89-219-0057_3240-131231-0011,89.0,F,3240.0,M
4406-16882-0063_481-123720-0029,4406.0,M,481.0,M
3374-298025-0010_7113-86041-0015,3374.0,M,7113.0,F
1970-10594-0039_6081-42010-0023,1970.0,F,6081.0,M
2893-139310-0008_1578-140049-0022,2893.0,M,1578.0,F
5808-48608-0047_328-129766-0040,5808.0,M,328.0,F
1963-142776-0013_2092-145709-0013,1963.0,F,2092.0,F
6476-96661-0004_8098-278252-0024,6476.0,F,8098.0,M
3436-172171-0035_198-129977-0013,3436.0,M,198.0,F
3168-173564-0034_226-131533-0032,3168.0,M,226.0,F
2007-132570-0017_412-126975-0060,2007.0,F,412.0,M
5390-30096-0028_5514-19192-0000,5390.0,M,5514.0,F
2007-149877-0001_7367-86737-0060,2007.0,F,7367.0,M
298-126791-0010_3112-9554-0016,298.0,F,3112.0,F
83-9960-0034_5789-57158-0010,83.0,F,5789.0,F
6019-3185-0090_8238-283452-0047,6019.0,M,8238.0,F
