mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex,speaker_4_ID,speaker_4_sex,speaker_5_ID,speaker_5_sex
7059-77900-0030_403-128339-0013_5514-19192-0042_2910-131096-0022_6385-220959-0010,7059.0,F,403.0,F,5514.0,F,2910.0,F,6385.0,F
6181-216552-0024_302-123516-0030_481-123720-0081_1898-145720-0000_2416-152137-0030,6181.0,M,302.0,F,481.0,M,1898.0,F,2416.0,F
1926-147979-0010_412-126975-0085_6209-34599-0020_4297-13006-0005_118-47824-0005,1926.0,F,412.0,M,6209.0,M,4297.0,F,118.0,M
125-121342-0036_1553-140048-0004_5652-39938-0024_2391-145015-0040_7505-258958-0013,125.0,F,1553.0,F,5652.0,F,2391.0,F,7505.0,M
587-41611-0013_8226-274369-0007_2691-156750-0011_26-495-0089_1723-141149-0034,587.0,F,8226.0,M,2691.0,F,26.0,M,1723.0,M
6476-57446-0059_2843-152918-0032_2518-154826-0019_3664-178355-0036_254-27760-0018,6476.0,F,2843.0,M,2518.0,M,3664.0,M,254.0,M
5104-33407-0022_4898-28461-0053_669-129061-0078_8108-280354-0025_1926-147979-0013,5104.0,M,4898.0,M,669.0,F,8108.0,M,1926.0,F
1578-140049-0006_78-369-0045_7780-274562-0022_1737-142397-0032_4297-13009-0050,1578.0,F,78.0,M,7780.0,F,1737.0,F,4297.0,F
6880-216547-0036_3830-12530-0042_6531-61334-0049_8838-298546-0033_625-132118-0018,6880.0,M,3830.0,M,6531.0,F,8838.0,M,625.0,M
911-130578-0006_1867-154075-0006_5703-47198-0057_403-216-0020_5463-39173-0029,911.0,M,1867.0,M,5703.0,M,403.0,F,5463.0,M
7447-91186-0024_1088-134315-0005_8629-261140-0001_7859-102519-0007_5456-58161-0017,7447.0,M,1088.0,F,8629.0,M,7859.0,F,5456.0,M
2843-152918-0031_405-130895-0003_4680-16041-0027_8580-287364-0019_2196-174172-0022,2843.0,M,405.0,M,4680.0,F,8580.0,M,2196.0,F
2764-36619-0014_2391-145015-0001_1898-145720-0006_8838-298546-0036_4640-19188-0003,2764.0,F,2391.0,F,1898.0,F,8838.0,M,4640.0,F
4018-107312-0020_1447-130551-0000_911-130578-0019_1970-26100-0026_3807-4955-0036,4018.0,M,1447.0,F,911.0,M,1970.0,F,3807.0,M
233-155990-0010_3699-19402-0005_196-122150-0001_2002-139469-0018_8312-279791-0048,233.0,M,3699.0,M,196.0,M,2002.0,M,8312.0,F
7113-86041-0045_163-122947-0068_1963-147036-0033_5463-39173-0001_1363-139304-0032,7113.0,F,163.0,M,1963.0,F,5463.0,M,1363.0,F
250-140277-0005_6209-34599-0006_8108-280359-0024_118-124588-0012_4088-158077-0069,250.0,F,6209.0,M,8108.0,M,118.0,M,4088.0,F
8838-298546-0010_7302-86814-0011_6081-42010-0027_2384-152900-0007_2289-152254-0023,8838.0,M,7302.0,F,6081.0,M,2384.0,M,2289.0,M
2764-36619-0026_1502-122615-0019_289-121665-0043_8088-284756-0042_6367-74004-0016,2764.0,F,1502.0,F,289.0,F,8088.0,M,6367.0,M
7635-105409-0005_3983-5331-0014_587-54108-0022_2416-152139-0014_250-142286-0019,7635.0,F,3983.0,F,587.0,F,2416.0,F,250.0,F
2092-145709-0002_4214-7146-0049_198-126831-0039_2518-154825-0042_8609-283227-0011,2092.0,F,4214.0,F,198.0,F,2518.0,M,8609.0,M
6848-252323-0007_3807-4923-0053_3374-298025-0012_7067-76047-0031_2136-5143-0007,6848.0,M,3807.0,M,3374.0,M,7067.0,M,2136.0,M
4441-76263-0023_8465-246943-0015_831-130746-0012_7148-82991-0036_1246-124548-0049,4441.0,M,8465.0,F,831.0,M,7148.0,F,1246.0,F
4297-13006-0011_2092-145706-0019_2182-150130-0002_4160-14187-0006_1867-154071-0025,4297.0,F,2092.0,F,2182.0,F,4160.0,F,1867.0,M
2136-5143-0008_7226-86964-0042_1235-135884-0025_125-121342-0022_4267-72637-0012,2136.0,M,7226.0,M,1235.0,M,125.0,F,4267.0,M
6476-57446-0042_1867-154075-0028_233-155990-0008_211-122442-0046_125-121342-0006,6476.0,F,1867.0,M,233.0,M,211.0,F,125.0,F
3830-12535-0004_6209-34601-0027_8465-246940-0003_4297-13006-0020_4859-26870-0009,3830.0,M,6209.0,M,8465.0,F,4297.0,F,4859.0,M
5678-43302-0016_2136-5143-0019_8014-112586-0005_8238-274553-0036_2836-5355-0003,5678.0,M,2136.0,M,8014.0,F,8238.0,F,2836.0,F
3235-28433-0014_3982-182255-0009_229-130880-0000_6181-216552-0027_2384-152900-0032,3235.0,F,3982.0,F,229.0,M,6181.0,M,2384.0,M
7505-258964-0044_3879-174923-0004_6000-55211-0054_5750-35690-0018_8609-283227-0015,7505.0,M,3879.0,F,6000.0,F,5750.0,M,8609.0,M
7190-90542-0040_8095-274346-0041_3807-4955-0020_3723-171631-0043_2416-152137-0017,7190.0,M,8095.0,M,3807.0,M,3723.0,M,2416.0,F
201-122255-0036_4267-287369-0020_26-495-0063_8419-293473-0016_3112-9555-0007,201.0,M,4267.0,M,26.0,M,8419.0,M,3112.0,F
6147-34605-0039_1246-135815-0020_1867-154075-0042_5456-62043-0028_374-180298-0013,6147.0,F,1246.0,F,1867.0,M,5456.0,M,374.0,M
3235-28452-0015_8226-274371-0018_8419-293469-0006_7402-90848-0023_6836-76549-0027,3235.0,F,8226.0,M,8419.0,M,7402.0,M,6836.0,M
4853-29413-0019_125-121124-0016_8797-294123-0045_32-21625-0007_7517-100442-0022,4853.0,F,125.0,F,8797.0,M,32.0,F,7517.0,F
1040-133433-0009_2952-408-0009_1081-128618-0004_40-121026-0006_2196-170151-0023,1040.0,M,2952.0,M,1081.0,M,40.0,F,2196.0,F
6181-216552-0037_8975-270782-0047_4340-15220-0008_211-122425-0074_6454-93938-0022,6181.0,M,8975.0,F,4340.0,F,211.0,F,6454.0,M
233-134440-0030_5778-12761-0000_5192-19397-0064_7302-86814-0014_5163-39921-0042,233.0,M,5778.0,F,5192.0,M,7302.0,F,5163.0,F
5339-14134-0029_6531-61334-0039_4088-158077-0034_8063-274116-0009_1069-133709-0047,5339.0,F,6531.0,F,4088.0,F,8063.0,M,1069.0,F
587-41619-0022_7067-76047-0015_5339-14133-0020_5678-43303-0019_911-130578-0018,587.0,F,7067.0,M,5339.0,F,5678.0,M,911.0,M
8797-294123-0005_911-128684-0010_1743-142912-0023_3526-176651-0021_6529-62554-0013,8797.0,M,911.0,M,1743.0,M,3526.0,F,6529.0,M
2136-5143-0014_2007-132570-0059_7780-274562-0021_3723-171115-0052_8770-295465-0028,2136.0,M,2007.0,F,7780.0,F,3723.0,M,8770.0,M
6818-76332-0051_5688-41232-0059_2893-139322-0035_1553-140047-0011_7367-86737-0038,6818.0,F,5688.0,F,2893.0,M,1553.0,F,7367.0,M
1743-142912-0019_3112-9555-0073_1183-133255-0013_8770-295462-0016_3607-29116-0010,1743.0,M,3112.0,F,1183.0,F,8770.0,M,3607.0,M
7278-246956-0032_3830-12531-0013_625-132118-0033_3699-19401-0014_6367-65536-0041,7278.0,M,3830.0,M,625.0,M,3699.0,M,6367.0,M
6147-34607-0006_2289-152254-0017_441-128988-0001_5778-54535-0007_8425-246962-0006,6147.0,F,2289.0,M,441.0,F,5778.0,F,8425.0,M
909-131044-0028_7794-295947-0011_5049-25947-0052_201-122255-0020_403-128339-0033,909.0,M,7794.0,F,5049.0,M,201.0,M,403.0,F
5456-62014-0002_3879-174923-0062_39-121914-0044_3168-173564-0029_1502-122619-0010,5456.0,M,3879.0,F,39.0,F,3168.0,M,1502.0,F
4680-16026-0037_2989-138035-0016_4088-158077-0075_1737-148989-0015_3664-178355-0027,4680.0,F,2989.0,F,4088.0,F,1737.0,F,3664.0,M
4362-15663-0035_3214-167606-0002_5652-19215-0036_1867-148436-0000_332-128985-0088,4362.0,F,3214.0,M,5652.0,F,1867.0,M,332.0,M
7278-91083-0041_6818-76332-0020_1334-135589-0087_328-129766-0087_5867-48852-0038,7278.0,M,6818.0,F,1334.0,M,328.0,F,5867.0,F
4680-16041-0018_19-227-0055_5808-48608-0055_7078-271888-0088_2436-2477-0000,4680.0,F,19.0,F,5808.0,M,7078.0,F,2436.0,M
8088-284756-0013_412-126975-0021_8063-274112-0030_374-180298-0043_5678-43303-0020,8088.0,M,412.0,M,8063.0,M,374.0,M,5678.0,M
1841-159771-0033_3214-167602-0016_8123-275193-0001_211-122442-0049_6529-62554-0029,1841.0,F,3214.0,M,8123.0,F,211.0,F,6529.0,M
6147-34605-0018_1963-147036-0017_6454-107462-0015_1578-140049-0022_248-130652-0029,6147.0,F,1963.0,F,6454.0,M,1578.0,F,248.0,F
226-131532-0007_5022-29411-0065_3374-298025-0014_3830-12531-0027_3723-171631-0031,226.0,F,5022.0,F,3374.0,M,3830.0,M,3723.0,M
3723-171115-0009_4051-10927-0023_1578-6379-0047_1334-135589-0072_8770-295465-0011,3723.0,M,4051.0,F,1578.0,F,1334.0,M,8770.0,M
4406-16882-0034_8770-295463-0026_4680-16041-0040_4137-11702-0040_4640-19189-0032,4406.0,M,8770.0,M,4680.0,F,4137.0,F,4640.0,F
4788-94904-0025_8063-274115-0024_2136-5140-0027_6818-76332-0032_1970-28415-0008,4788.0,M,8063.0,M,2136.0,M,6818.0,F,1970.0,F
1246-135815-0009_8063-274117-0001_2196-174172-0019_1926-143879-0037_5789-57158-0014,1246.0,F,8063.0,M,2196.0,F,1926.0,F,5789.0,F
3486-166424-0007_1081-125237-0107_1334-135589-0004_5750-100289-0061_6147-34605-0002,3486.0,M,1081.0,M,1334.0,M,5750.0,M,6147.0,F
1116-137572-0005_3982-178459-0018_1355-39947-0069_5393-19219-0039_1098-133695-0050,1116.0,F,3982.0,F,1355.0,M,5393.0,F,1098.0,F
103-1240-0034_229-130880-0085_3607-29116-0044_250-142276-0043_1447-17506-0023,103.0,F,229.0,M,3607.0,M,250.0,F,1447.0,F
3440-171006-0009_2911-7601-0020_7078-271888-0103_625-132118-0032_3486-166424-0024,3440.0,F,2911.0,M,7078.0,F,625.0,M,3486.0,M
1723-141149-0087_7780-274562-0079_89-219-0044_2843-152918-0110_4297-13009-0031,1723.0,M,7780.0,F,89.0,F,2843.0,M,4297.0,F
4853-27671-0039_8465-246942-0013_2182-181173-0013_7148-7763-0023_89-218-0017,4853.0,F,8465.0,F,2182.0,F,7148.0,F,89.0,F
8108-274318-0011_5456-62043-0002_3807-4955-0006_3830-12531-0009_696-92939-0016,8108.0,M,5456.0,M,3807.0,M,3830.0,M,696.0,F
5652-19215-0045_87-121553-0041_2952-410-0013_2182-150130-0014_8609-283227-0037,5652.0,F,87.0,F,2952.0,M,2182.0,F,8609.0,M
8324-286683-0026_201-127786-0052_1088-134315-0050_5678-43302-0022_7059-77900-0040,8324.0,F,201.0,M,1088.0,F,5678.0,M,7059.0,F
8238-274553-0063_19-198-0036_3857-182315-0018_1098-133695-0058_8014-112586-0016,8238.0,F,19.0,F,3857.0,M,1098.0,F,8014.0,F
2007-149877-0025_5750-35690-0001_4813-248641-0022_4088-158079-0018_3879-173592-0018,2007.0,F,5750.0,M,4813.0,M,4088.0,F,3879.0,F
7067-76048-0008_3259-158083-0055_2911-15045-0027_6147-34607-0008_8419-286667-0023,7067.0,M,3259.0,F,2911.0,M,6147.0,F,8419.0,M
125-121342-0004_118-47824-0063_254-127705-0002_8629-261140-0038_7517-100442-0006,125.0,F,118.0,M,254.0,M,8629.0,M,7517.0,F
2817-142371-0046_8630-305213-0046_4680-16041-0025_6019-3185-0075_103-1241-0006,2817.0,F,8630.0,M,4680.0,F,6019.0,M,103.0,F
289-121665-0035_5322-7679-0010_2989-138035-0066_3168-173565-0037_8098-278278-0038,289.0,F,5322.0,M,2989.0,F,3168.0,M,8098.0,M
4088-158077-0033_7635-105661-0045_3526-176651-0018_7447-91187-0032_4137-11702-0059,4088.0,F,7635.0,F,3526.0,F,7447.0,M,4137.0,F
446-123502-0034_2817-142371-0033_6476-57446-0065_1624-142933-0006_4051-11218-0002,446.0,M,2817.0,F,6476.0,F,1624.0,M,4051.0,F
2391-145015-0095_4195-17507-0005_8838-298545-0033_8465-246943-0023_8324-286683-0017,2391.0,F,4195.0,F,8838.0,M,8465.0,F,8324.0,F
4853-27671-0005_6880-216547-0032_7402-90848-0011_5561-41616-0007_8123-275209-0024,4853.0,F,6880.0,M,7402.0,M,5561.0,F,8123.0,F
625-132118-0014_1926-143879-0006_5463-39173-0013_3857-182317-0006_2910-131096-0012,625.0,M,1926.0,F,5463.0,M,3857.0,M,2910.0,F
5192-19396-0015_831-130746-0013_198-126831-0004_8975-270782-0076_5393-19219-0057,5192.0,M,831.0,M,198.0,F,8975.0,F,5393.0,F
78-369-0006_2092-145706-0009_6078-54007-0004_7226-86964-0022_2436-2476-0001,78.0,M,2092.0,F,6078.0,F,7226.0,M,2436.0,M
5867-48852-0034_298-126791-0022_911-130578-0011_211-122425-0013_32-4137-0029,5867.0,F,298.0,F,911.0,M,211.0,F,32.0,F
6385-34655-0026_3807-4923-0025_5808-54425-0033_1624-168623-0045_6476-96661-0004,6385.0,F,3807.0,M,5808.0,M,1624.0,M,6476.0,F
7780-274562-0100_8770-295465-0010_1069-133699-0033_5393-19218-0037_669-129061-0015,7780.0,F,8770.0,M,1069.0,F,5393.0,F,669.0,F
3947-13260-0025_6454-120342-0017_1263-138246-0031_2007-132570-0054_4088-158077-0093,3947.0,F,6454.0,M,1263.0,F,2007.0,F,4088.0,F
2893-139310-0029_298-126791-0047_103-1240-0047_7517-100442-0010_3664-11714-0011,2893.0,M,298.0,F,103.0,F,7517.0,F,3664.0,M
8770-295463-0016_229-130880-0074_200-124139-0009_2384-152900-0016_1743-142914-0000,8770.0,M,229.0,M,200.0,F,2384.0,M,1743.0,M
289-121665-0003_8419-286667-0005_4898-28461-0007_7511-102419-0052_446-123502-0012,289.0,F,8419.0,M,4898.0,M,7511.0,F,446.0,M
307-127539-0037_1334-135589-0075_39-121914-0004_8238-283452-0013_6848-252322-0018,307.0,M,1334.0,M,39.0,F,8238.0,F,6848.0,M
4898-28461-0058_4088-158077-0004_6925-80680-0065_1098-133695-0003_3982-178459-0011,4898.0,M,4088.0,F,6925.0,M,1098.0,F,3982.0,F
7302-86815-0007_2764-36617-0029_2196-170151-0007_1743-142913-0015_7780-274562-0080,7302.0,F,2764.0,F,2196.0,F,1743.0,M,7780.0,F
441-128988-0027_307-127539-0001_4160-11549-0014_625-132118-0050_2092-145709-0012,441.0,F,307.0,M,4160.0,F,625.0,M,2092.0,F
40-222-0010_2391-145015-0090_302-123504-0022_8063-274117-0034_226-131532-0012,40.0,F,2391.0,F,302.0,F,8063.0,M,226.0,F
5750-35690-0005_1743-142913-0013_1040-133433-0037_405-130895-0000_3607-29116-0008,5750.0,M,1743.0,M,1040.0,M,405.0,M,3607.0,M
8609-283227-0036_248-130697-0020_7367-86737-0090_2817-142371-0058_3807-4955-0002,8609.0,M,248.0,F,7367.0,M,2817.0,F,3807.0,M
5463-39173-0050_60-121082-0081_4088-158077-0016_1867-154071-0020_8797-294123-0091,5463.0,M,60.0,M,4088.0,F,1867.0,M,8797.0,M
7067-76048-0038_1963-142393-0034_6078-54007-0043_1355-39947-0006_3982-178459-0060,7067.0,M,1963.0,F,6078.0,F,1355.0,M,3982.0,F
5456-24741-0009_8088-284756-0046_5163-39921-0055_7780-274562-0037_4297-13009-0052,5456.0,M,8088.0,M,5163.0,F,7780.0,F,4297.0,F
1553-140047-0002_8095-274345-0009_7278-104730-0006_27-124992-0077_311-124404-0033,1553.0,F,8095.0,M,7278.0,M,27.0,M,311.0,M
1841-150351-0031_7505-258958-0015_6818-68772-0017_60-121082-0036_5789-57158-0000,1841.0,F,7505.0,M,6818.0,F,60.0,M,5789.0,F
458-126294-0014_1088-134315-0028_4088-158079-0010_3486-166446-0036_1970-10594-0033,458.0,M,1088.0,F,4088.0,F,3486.0,M,1970.0,F
8975-270782-0092_3242-67168-0008_6147-34606-0009_1898-145724-0027_7302-86815-0071,8975.0,F,3242.0,M,6147.0,F,1898.0,F,7302.0,F
4267-78186-0021_5456-62043-0018_6437-66172-0008_4018-107312-0026_460-172357-0018,4267.0,M,5456.0,M,6437.0,M,4018.0,M,460.0,M
6476-96661-0000_4297-13009-0062_6147-34607-0022_7367-86737-0049_7517-100437-0028,6476.0,F,4297.0,F,6147.0,F,7367.0,M,7517.0,F
1926-147987-0002_412-126975-0061_39-121914-0015_254-12312-0012_2836-5355-0020,1926.0,F,412.0,M,39.0,F,254.0,M,2836.0,F
7067-76048-0020_6818-76332-0012_2391-145015-0031_2952-410-0060_5390-30102-0001,7067.0,M,6818.0,F,2391.0,F,2952.0,M,5390.0,M
8838-298546-0031_6454-107462-0011_1363-135842-0031_8465-246942-0001_2384-152900-0015,8838.0,M,6454.0,M,1363.0,F,8465.0,F,2384.0,M
1334-135589-0078_2007-132570-0046_3830-12531-0007_8629-261139-0052_4813-248641-0046,1334.0,M,2007.0,F,3830.0,M,8629.0,M,4813.0,M
8630-305212-0020_1447-130552-0023_5192-19397-0037_89-218-0041_1963-147036-0021,8630.0,M,1447.0,F,5192.0,M,89.0,F,1963.0,F
8630-305212-0038_1040-133433-0073_8108-280359-0003_3526-175658-0034_7447-91186-0038,8630.0,M,1040.0,M,8108.0,M,3526.0,F,7447.0,M
6563-63821-0005_4397-15666-0007_2092-145706-0080_5163-39921-0013_1578-140045-0017,6563.0,M,4397.0,M,2092.0,F,5163.0,F,1578.0,F
2384-152900-0078_8580-287364-0027_6476-57446-0006_7278-104730-0010_1502-122619-0038,2384.0,M,8580.0,M,6476.0,F,7278.0,M,1502.0,F
887-123290-0007_6437-66172-0021_8123-275216-0021_8838-298545-0039_4788-91208-0014,887.0,F,6437.0,M,8123.0,F,8838.0,M,4788.0,M
6019-3185-0057_4406-16883-0046_32-21625-0000_311-124404-0102_8108-274318-0036,6019.0,M,4406.0,M,32.0,F,311.0,M,8108.0,M
150-132655-0024_233-155990-0045_6019-3185-0061_5652-19215-0034_4088-158079-0012,150.0,F,233.0,M,6019.0,M,5652.0,F,4088.0,F
6064-300880-0021_302-123504-0013_7800-283492-0003_2764-36616-0019_201-122255-0005,6064.0,F,302.0,F,7800.0,F,2764.0,F,201.0,M
3440-171009-0000_5393-19218-0051_1235-135883-0027_83-9960-0029_200-124139-0011,3440.0,F,5393.0,F,1235.0,M,83.0,F,200.0,F
4406-16882-0056_7067-76048-0060_8014-112602-0033_3168-173565-0018_8797-294123-0046,4406.0,M,7067.0,M,8014.0,F,3168.0,M,8797.0,M
5390-24512-0018_7302-86815-0080_2391-145015-0043_289-121652-0001_4195-186237-0010,5390.0,M,7302.0,F,2391.0,F,289.0,F,4195.0,F
6415-111615-0021_7447-91187-0031_1246-124548-0021_2911-15045-0016_374-180298-0059,6415.0,F,7447.0,M,1246.0,F,2911.0,M,374.0,M
4267-72637-0003_5561-41615-0018_3235-28452-0022_1867-148436-0016_1081-125237-0089,4267.0,M,5561.0,F,3235.0,F,1867.0,M,1081.0,M
1455-134435-0014_4088-158077-0009_3112-9554-0004_5322-7679-0037_1069-133699-0017,1455.0,M,4088.0,F,3112.0,F,5322.0,M,1069.0,F
887-123290-0027_8238-274553-0024_39-121915-0020_5808-54425-0050_7517-100437-0033,887.0,F,8238.0,F,39.0,F,5808.0,M,7517.0,F
3607-29116-0030_5192-19397-0006_6531-61334-0124_7800-283493-0036_2910-131096-0086,3607.0,M,5192.0,M,6531.0,F,7800.0,F,2910.0,F
5049-25947-0076_839-130898-0084_6019-3185-0092_226-131532-0004_7078-271888-0060,5049.0,M,839.0,M,6019.0,M,226.0,F,7078.0,F
1098-133695-0055_4362-15663-0031_311-124404-0062_3879-174923-0023_3607-135982-0036,1098.0,F,4362.0,F,311.0,M,3879.0,F,3607.0,M
1081-125237-0092_730-358-0038_5104-33407-0043_831-130746-0045_254-127705-0026,1081.0,M,730.0,F,5104.0,M,831.0,M,254.0,M
201-127786-0045_3723-171631-0001_6880-216547-0051_4898-28461-0026_5456-24741-0012,201.0,M,3723.0,M,6880.0,M,4898.0,M,5456.0,M
19-198-0010_1235-135887-0025_8630-305212-0013_6454-120342-0009_8465-246947-0023,19.0,F,1235.0,M,8630.0,M,6454.0,M,8465.0,F
332-128985-0034_19-227-0008_1088-134315-0027_1737-142397-0002_4297-13009-0049,332.0,M,19.0,F,1088.0,F,1737.0,F,4297.0,F
8324-286683-0003_4214-7146-0003_7780-274562-0105_3259-158083-0066_1502-122615-0029,8324.0,F,4214.0,F,7780.0,F,3259.0,F,1502.0,F
6476-57446-0075_311-124404-0112_460-172359-0023_7113-86041-0071_4267-72637-0000,6476.0,F,311.0,M,460.0,M,7113.0,F,4267.0,M
4195-17507-0017_3214-167607-0010_5393-19219-0033_1246-135815-0010_2007-149877-0038,4195.0,F,3214.0,M,5393.0,F,1246.0,F,2007.0,F
446-123501-0051_1116-137572-0026_1334-135589-0018_3699-19401-0022_7800-283478-0002,446.0,M,1116.0,F,1334.0,M,3699.0,M,7800.0,F
3807-4923-0027_441-128982-0008_4441-76262-0029_6454-93938-0031_5339-14134-0063,3807.0,M,441.0,F,4441.0,M,6454.0,M,5339.0,F
4397-15666-0010_5514-19192-0046_911-128684-0050_2436-2481-0001_8419-293469-0021,4397.0,M,5514.0,F,911.0,M,2436.0,M,8419.0,M
1263-141777-0020_6848-252323-0011_6064-56165-0024_1069-133709-0000_2514-149482-0092,1263.0,F,6848.0,M,6064.0,F,1069.0,F,2514.0,M
3983-5371-0037_2136-5147-0030_2159-179154-0028_7190-90542-0026_3879-174923-0036,3983.0,F,2136.0,M,2159.0,M,7190.0,M,3879.0,F
6415-111615-0027_3240-131232-0005_7635-105409-0001_4680-16042-0011_196-122152-0029,6415.0,F,3240.0,M,7635.0,F,4680.0,F,196.0,M
4195-186237-0021_8465-246943-0000_289-121652-0004_248-130644-0016_7517-100429-0001,4195.0,F,8465.0,F,289.0,F,248.0,F,7517.0,F
1624-168623-0046_5561-39621-0045_40-222-0028_2989-138035-0077_1743-142914-0015,1624.0,M,5561.0,F,40.0,F,2989.0,F,1743.0,M
4340-15220-0049_8226-274371-0043_3235-28452-0011_7178-34644-0074_83-11691-0026,4340.0,F,8226.0,M,3235.0,F,7178.0,F,83.0,F
40-222-0001_3235-11599-0019_4195-186236-0017_426-122821-0005_6000-55211-0056,40.0,F,3235.0,F,4195.0,F,426.0,F,6000.0,F
27-123349-0003_302-123523-0013_4406-16882-0057_8238-283452-0031_1088-134315-0041,27.0,M,302.0,F,4406.0,M,8238.0,F,1088.0,F
3699-47246-0013_6081-41997-0025_6147-34606-0016_5022-29411-0041_103-1240-0056,3699.0,M,6081.0,M,6147.0,F,5022.0,F,103.0,F
5393-19219-0043_2836-5355-0046_1624-168623-0042_1098-133695-0006_5703-47212-0033,5393.0,F,2836.0,F,1624.0,M,1098.0,F,5703.0,M
8975-270782-0106_3240-131232-0014_412-126975-0074_3807-4955-0029_1334-135589-0050,8975.0,F,3240.0,M,412.0,M,3807.0,M,1334.0,M
4018-107312-0033_5456-58161-0010_6019-3185-0062_458-126294-0016_6209-34601-0034,4018.0,M,5456.0,M,6019.0,M,458.0,M,6209.0,M
6415-111615-0038_3259-158083-0072_7511-102419-0054_6529-62554-0053_4297-13009-0025,6415.0,F,3259.0,F,7511.0,F,6529.0,M,4297.0,F
2196-170151-0001_39-121915-0002_8238-283452-0047_8629-261140-0045_4680-16026-0004,2196.0,F,39.0,F,8238.0,F,8629.0,M,4680.0,F
5514-19193-0014_839-130898-0005_6476-57446-0082_8312-279790-0035_1502-122615-0012,5514.0,F,839.0,M,6476.0,F,8312.0,F,1502.0,F
2136-5143-0022_8312-279790-0011_5867-48852-0096_4859-26870-0020_8580-287364-0012,2136.0,M,8312.0,F,5867.0,F,4859.0,M,8580.0,M
125-121124-0087_6415-111615-0010_7078-271888-0108_5322-7678-0033_4160-11549-0013,125.0,F,6415.0,F,7078.0,F,5322.0,M,4160.0,F
7367-86737-0099_7402-90848-0018_2436-2476-0022_374-180298-0055_5390-24512-0036,7367.0,M,7402.0,M,2436.0,M,374.0,M,5390.0,M
5514-19192-0031_5808-48608-0004_3699-175950-0013_1737-142396-0014_6019-3185-0010,5514.0,F,5808.0,M,3699.0,M,1737.0,F,6019.0,M
7859-102518-0027_328-129766-0079_909-131041-0002_118-121721-0006_2764-36616-0034,7859.0,F,328.0,F,909.0,M,118.0,M,2764.0,F
4441-76263-0039_3240-131231-0039_3664-178355-0030_6563-63821-0031_1743-142913-0009,4441.0,M,3240.0,M,3664.0,M,6563.0,M,1743.0,M
4859-22176-0011_5561-41615-0048_7078-271888-0066_39-121915-0008_2182-150130-0015,4859.0,M,5561.0,F,7078.0,F,39.0,F,2182.0,F
248-130697-0033_7059-77900-0010_911-128684-0086_8747-293952-0011_587-41619-0013,248.0,F,7059.0,F,911.0,M,8747.0,M,587.0,F
2384-152900-0026_3240-131231-0079_6563-63821-0039_887-123289-0026_6000-86686-0015,2384.0,M,3240.0,M,6563.0,M,887.0,F,6000.0,F
8609-283227-0030_7190-90543-0000_27-123349-0041_7302-86815-0042_7278-246956-0031,8609.0,M,7190.0,M,27.0,M,7302.0,F,7278.0,M
460-172359-0050_1040-133433-0074_6147-34607-0011_201-122255-0026_5390-30102-0006,460.0,M,1040.0,M,6147.0,F,201.0,M,5390.0,M
2289-152258-0018_5463-39173-0019_3112-9555-0012_254-27760-0032_4640-19189-0038,2289.0,M,5463.0,M,3112.0,F,254.0,M,4640.0,F
2817-142371-0066_4441-76250-0000_2911-7601-0007_229-130880-0082_1081-125237-0101,2817.0,F,4441.0,M,2911.0,M,229.0,M,1081.0,M
5049-25947-0040_2182-150130-0031_78-368-0045_5514-19193-0033_2843-152918-0026,5049.0,M,2182.0,F,78.0,M,5514.0,F,2843.0,M
4195-17507-0006_1334-135589-0100_426-122822-0009_2289-152257-0005_4640-19188-0019,4195.0,F,1334.0,M,426.0,F,2289.0,M,4640.0,F
1867-154075-0029_1088-134315-0057_311-124404-0007_4014-186176-0032_1970-26100-0006,1867.0,M,1088.0,F,311.0,M,4014.0,M,1970.0,F
1578-140045-0026_5808-48608-0039_6836-76549-0007_229-130880-0027_6531-61334-0083,1578.0,F,5808.0,M,6836.0,M,229.0,M,6531.0,F
3214-167607-0029_6181-216552-0098_3699-47246-0027_4160-11549-0016_1116-137572-0007,3214.0,M,6181.0,M,3699.0,M,4160.0,F,1116.0,F
7190-90543-0019_6147-34605-0037_6563-63821-0038_2007-132570-0017_8630-305213-0014,7190.0,M,6147.0,F,6563.0,M,2007.0,F,8630.0,M
405-130895-0029_118-47824-0003_8063-274115-0028_8051-295385-0033_6836-61804-0035,405.0,M,118.0,M,8063.0,M,8051.0,F,6836.0,M
78-369-0018_5390-24512-0014_1098-133695-0041_4137-11702-0033_1867-154075-0007,78.0,M,5390.0,M,1098.0,F,4137.0,F,1867.0,M
322-124146-0031_5022-29411-0035_2182-181183-0002_150-132655-0025_7302-86814-0017,322.0,F,5022.0,F,2182.0,F,150.0,F,7302.0,F
4441-76250-0022_7800-283493-0000_7367-86737-0064_328-129766-0010_7148-59157-0001,4441.0,M,7800.0,F,7367.0,M,328.0,F,7148.0,F
1867-148436-0021_4267-72637-0007_2691-156755-0036_7447-91186-0037_7800-283492-0010,1867.0,M,4267.0,M,2691.0,F,7447.0,M,7800.0,F
3982-178459-0055_201-127786-0041_4898-28461-0012_298-126790-0017_78-368-0052,3982.0,F,201.0,M,4898.0,M,298.0,F,78.0,M
1502-122619-0037_8014-112602-0008_8629-261139-0003_8063-274116-0010_7264-92316-0014,1502.0,F,8014.0,F,8629.0,M,8063.0,M,7264.0,M
