mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex
5163-39921-0049_5678-43301-0015_6019-3185-0044,5163.0,F,5678.0,M,6019.0,M
1502-122615-0001_587-41611-0019_1246-124548-0051,1502.0,F,587.0,F,1246.0,F
1841-159771-0032_40-222-0021_5463-39174-0033,1841.0,F,40.0,F,5463.0,M
4340-15220-0063_1363-135842-0023_6454-93938-0017,4340.0,F,1363.0,F,6454.0,M
2007-149877-0046_1743-142914-0020_7148-82991-0032,2007.0,F,1743.0,M,7148.0,F
3830-12530-0011_8063-274116-0036_4680-16041-0009,3830.0,M,8063.0,M,4680.0,F
328-129766-0091_7447-91186-0031_730-360-0002,328.0,F,7447.0,M,730.0,F
3240-131231-0039_8465-246940-0029_1116-132851-0013,3240.0,M,8465.0,F,1116.0,F
19-227-0045_5104-33406-0031_2911-7601-0042,19.0,F,5104.0,M,2911.0,M
1455-138263-0035_6818-68772-0019_125-121124-0024,1455.0,M,6818.0,F,125.0,F
2952-408-0008_5339-14134-0052_8088-284756-0102,2952.0,M,5339.0,F,8088.0,M
5778-54535-0036_4014-186183-0013_2843-152918-0098,5778.0,F,4014.0,M,2843.0,M
911-128684-0063_8975-270782-0011_60-121082-0055,911.0,M,8975.0,F,60.0,M
311-124404-0069_78-369-0026_6818-68772-0022,311.0,M,78.0,M,6818.0,F
4788-91208-0002_302-123504-0028_4088-158077-0073,4788.0,M,302.0,F,4088.0,F
4267-287369-0012_6209-34600-0000_150-126107-0025,4267.0,M,6209.0,M,150.0,F
5789-57195-0036_730-360-0037_6367-74004-0006,5789.0,F,730.0,F,6367.0,M
403-126855-0015_4160-11549-0004_1841-179183-0023,403.0,F,4160.0,F,1841.0,F
4018-107312-0037_7794-295947-0041_1502-122615-0010,4018.0,M,7794.0,F,1502.0,F
5456-62043-0036_5514-19193-0021_7226-86964-0046,5456.0,M,5514.0,F,7226.0,M
1970-26100-0010_6367-65536-0005_3436-172171-0043,1970.0,F,6367.0,M,3436.0,M
7067-76047-0021_5750-35690-0011_198-126831-0017,7067.0,M,5750.0,M,198.0,F
7447-91186-0015_78-369-0029_4051-11218-0036,7447.0,M,78.0,M,4051.0,F
4853-27671-0018_3982-178459-0002_4018-103416-0004,4853.0,F,3982.0,F,4018.0,M
1970-26100-0013_83-3054-0015_3259-158083-0078,1970.0,F,83.0,F,3259.0,F
3857-182315-0004_1355-39947-0004_298-126791-0036,3857.0,M,1355.0,M,298.0,F
201-127786-0073_83-11691-0029_5339-14133-0040,201.0,M,83.0,F,5339.0,F
5049-25947-0008_4362-15663-0087_4018-107312-0015,5049.0,M,4362.0,F,4018.0,M
328-129766-0092_6078-54013-0018_2764-36616-0024,328.0,F,6078.0,F,2764.0,F
3235-28433-0049_6531-61334-0126_6415-111615-0029,3235.0,F,6531.0,F,6415.0,F
374-180298-0009_5561-39621-0045_8630-305213-0011,374.0,M,5561.0,F,8630.0,M
298-126790-0002_3982-178459-0053_201-127786-0044,298.0,F,3982.0,F,201.0,M
2289-152253-0022_669-129061-0083_6925-80680-0027,2289.0,M,669.0,F,6925.0,M
7278-246956-0018_625-132112-0047_1116-137572-0029,7278.0,M,625.0,M,1116.0,F
6078-54013-0032_5703-47198-0050_1963-147036-0015,6078.0,F,5703.0,M,1963.0,F
1183-128659-0014_2289-152258-0039_2989-138035-0062,1183.0,F,2289.0,M,2989.0,F
2910-131096-0093_311-124404-0020_6476-96661-0007,2910.0,F,311.0,M,6476.0,F
233-155990-0023_27-124992-0042_8747-293952-0071,233.0,M,27.0,M,8747.0,M
3983-5331-0033_6147-34606-0001_8324-286682-0015,3983.0,F,6147.0,F,8324.0,F
8324-286682-0038_32-21625-0015_2911-12359-0020,8324.0,F,32.0,F,2911.0,M
446-123501-0044_4397-15668-0003_8063-274116-0001,446.0,M,4397.0,M,8063.0,M
7505-83618-0017_6818-76332-0053_6064-300880-0007,7505.0,M,6818.0,F,6064.0,F
5390-30096-0014_3436-172171-0007_403-126855-0020,5390.0,M,3436.0,M,403.0,F
4160-11550-0031_2007-132570-0050_254-27760-0001,4160.0,F,2007.0,F,254.0,M
198-126831-0030_6367-65536-0009_1069-133709-0016,198.0,F,6367.0,M,1069.0,F
4014-186179-0017_2952-410-0017_7635-105409-0054,4014.0,M,2952.0,M,7635.0,F
39-121916-0001_2514-149482-0056_4051-11218-0014,39.0,F,2514.0,M,4051.0,F
481-123720-0034_1447-130550-0025_250-140277-0015,481.0,M,1447.0,F,250.0,F
5808-48608-0042_8425-246962-0008_7148-82991-0010,5808.0,M,8425.0,M,7148.0,F
2911-7601-0027_5750-35690-0009_3947-13260-0042,2911.0,M,5750.0,M,3947.0,F
5163-39921-0034_5463-39173-0050_911-128684-0065,5163.0,F,5463.0,M,911.0,M
8014-112602-0023_39-121914-0010_2436-2481-0020,8014.0,F,39.0,F,2436.0,M
6272-70171-0009_248-130644-0035_2002-139469-0098,6272.0,F,248.0,F,2002.0,M
8770-295465-0038_6437-66172-0008_696-92939-0022,8770.0,M,6437.0,M,696.0,F
7190-90543-0044_229-130880-0081_7148-59157-0025,7190.0,M,229.0,M,7148.0,F
311-124404-0004_5390-30096-0016_2764-36617-0002,311.0,M,5390.0,M,2764.0,F
5750-100289-0007_8238-283452-0003_7278-104730-0008,5750.0,M,8238.0,F,7278.0,M
1963-142393-0003_125-121124-0015_5688-15787-0033,1963.0,F,125.0,F,5688.0,F
198-209-0036_1447-130550-0004_302-123504-0006,198.0,F,1447.0,F,302.0,F
6147-34607-0012_201-122255-0015_6476-57446-0070,6147.0,F,201.0,M,6476.0,F
8975-270782-0029_307-127539-0006_5652-39938-0047,8975.0,F,307.0,M,5652.0,F
8609-283227-0038_1116-137572-0001_5390-30096-0022,8609.0,M,1116.0,F,5390.0,M
7078-271888-0015_909-131044-0025_1578-140049-0011,7078.0,F,909.0,M,1578.0,F
4813-248638-0009_374-180299-0026_1034-121119-0043,4813.0,M,374.0,M,1034.0,M
2843-152918-0064_5393-19218-0010_1355-39947-0086,2843.0,M,5393.0,F,1355.0,M
3240-131231-0015_8014-112602-0024_5561-39621-0005,3240.0,M,8014.0,F,5561.0,F
1970-28415-0036_200-124139-0017_911-128684-0049,1970.0,F,200.0,F,911.0,M
2159-179156-0023_201-122255-0019_1334-135589-0047,2159.0,M,201.0,M,1334.0,M
1447-17506-0025_2007-132570-0026_8797-294123-0033,1447.0,F,2007.0,F,8797.0,M
887-123289-0001_289-121652-0021_40-222-0000,887.0,F,289.0,F,40.0,F
3374-298032-0002_8051-118101-0016_4214-7146-0007,3374.0,M,8051.0,F,4214.0,F
32-4137-0015_7264-92314-0016_4406-16883-0045,32.0,F,7264.0,M,4406.0,M
8838-298545-0038_2817-142371-0072_5463-39174-0044,8838.0,M,2817.0,F,5463.0,M
4018-107338-0012_374-180299-0007_625-132112-0036,4018.0,M,374.0,M,625.0,M
1992-141719-0008_8425-287387-0009_8312-279790-0032,1992.0,F,8425.0,M,8312.0,F
5808-54425-0058_2764-36617-0000_5049-25947-0103,5808.0,M,2764.0,F,5049.0,M
7635-105409-0014_1116-137572-0009_19-227-0038,7635.0,F,1116.0,F,19.0,F
7402-90848-0053_1594-135914-0038_2764-36616-0003,7402.0,M,1594.0,M,2764.0,F
118-121721-0009_1867-148436-0043_2159-179157-0033,118.0,M,1867.0,M,2159.0,M
587-41619-0001_5750-100289-0035_2893-139322-0014,587.0,F,5750.0,M,2893.0,M
211-122442-0036_103-1241-0020_4267-72637-0005,211.0,F,103.0,F,4267.0,M
19-227-0054_2092-145706-0010_1992-141719-0044,19.0,F,2092.0,F,1992.0,F
163-122947-0024_2196-170379-0008_1040-133433-0024,163.0,M,2196.0,F,1040.0,M
1502-122615-0004_3723-171115-0011_412-126975-0040,1502.0,F,3723.0,M,412.0,M
8095-274346-0041_1926-143879-0015_1363-139304-0033,8095.0,M,1926.0,F,1363.0,F
2910-131096-0069_1455-138263-0018_4267-287369-0017,2910.0,F,1455.0,M,4267.0,M
5456-62014-0011_1926-147979-0037_4853-27670-0029,5456.0,M,1926.0,F,4853.0,F
1926-143879-0028_2007-132570-0005_1246-124550-0025,1926.0,F,2007.0,F,1246.0,F
1235-135884-0012_289-121665-0003_5390-30102-0016,1235.0,M,289.0,F,5390.0,M
6563-285357-0009_4481-17499-0016_4859-22176-0015,6563.0,M,4481.0,F,4859.0,M
7505-258964-0006_669-129074-0028_211-122442-0046,7505.0,M,669.0,F,211.0,F
7059-77900-0039_8838-298546-0024_1578-6379-0042,7059.0,F,8838.0,M,1578.0,F
8797-294123-0008_1723-141149-0083_3235-28452-0022,8797.0,M,1723.0,M,3235.0,F
4340-15220-0037_5561-41616-0002_307-127539-0038,4340.0,F,5561.0,F,307.0,M
2391-145015-0014_78-368-0000_289-121665-0030,2391.0,F,78.0,M,289.0,F
1069-133709-0004_8324-286683-0011_1898-145724-0016,1069.0,F,8324.0,F,1898.0,F
1502-122615-0013_7078-271888-0052_1578-6379-0019,1502.0,F,7078.0,F,1578.0,F
1841-150351-0023_7800-283493-0003_322-124147-0067,1841.0,F,7800.0,F,322.0,F
1553-140048-0010_458-126294-0017_4481-17498-0028,1553.0,F,458.0,M,4481.0,F
7059-88364-0018_587-54108-0037_3664-178366-0015,7059.0,F,587.0,F,3664.0,M
6367-74004-0034_3168-173564-0043_5561-39621-0015,6367.0,M,3168.0,M,5561.0,F
8098-278252-0023_441-128988-0033_6019-3185-0018,8098.0,M,441.0,F,6019.0,M
1553-140047-0025_7264-92314-0000_125-121124-0058,1553.0,F,7264.0,M,125.0,F
2691-156745-0008_8088-284756-0092_60-121082-0087,2691.0,F,8088.0,M,60.0,M
27-124992-0038_8312-279790-0049_1970-26100-0016,27.0,M,8312.0,F,1970.0,F
8238-274553-0033_7190-90543-0021_3436-172162-0043,8238.0,F,7190.0,M,3436.0,M
8629-261139-0035_4362-15663-0014_2911-12359-0009,8629.0,M,4362.0,F,2911.0,M
7859-102521-0016_2836-5354-0031_374-180298-0022,7859.0,F,2836.0,F,374.0,M
7517-100429-0024_248-130697-0031_412-126975-0031,7517.0,F,248.0,F,412.0,M
1235-135887-0007_587-54108-0024_78-369-0012,1235.0,M,587.0,F,78.0,M
7367-86737-0041_730-359-0011_6081-41998-0002,7367.0,M,730.0,F,6081.0,M
1263-139804-0010_307-127535-0030_587-54108-0055,1263.0,F,307.0,M,587.0,F
460-172357-0024_8747-293952-0105_6081-41998-0030,460.0,M,8747.0,M,6081.0,M
8630-305213-0035_40-121026-0005_39-121916-0012,8630.0,M,40.0,F,39.0,F
7148-7763-0011_32-4137-0050_8123-275216-0042,7148.0,F,32.0,F,8123.0,F
6848-76049-0024_3983-5331-0053_8747-293952-0055,6848.0,M,3983.0,F,8747.0,M
1455-134435-0047_1246-124548-0003_5104-33407-0000,1455.0,M,1246.0,F,5104.0,M
2136-5140-0037_7278-91083-0019_8419-293469-0019,2136.0,M,7278.0,M,8419.0,M
625-132112-0013_8419-286676-0000_3699-19402-0012,625.0,M,8419.0,M,3699.0,M
6454-120342-0004_669-129074-0001_3699-47246-0016,6454.0,M,669.0,F,3699.0,M
2159-179154-0014_2952-408-0013_6081-41997-0019,2159.0,M,2952.0,M,6081.0,M
4859-29340-0001_4441-76263-0007_831-130746-0013,4859.0,M,4441.0,M,831.0,M
6209-34601-0033_7278-246956-0012_2289-152257-0027,6209.0,M,7278.0,M,2289.0,M
730-359-0012_311-124404-0049_6531-61334-0059,730.0,F,311.0,M,6531.0,F
7859-102521-0015_3168-173565-0053_669-129074-0010,7859.0,F,3168.0,M,669.0,F
1235-135883-0045_412-126975-0056_1970-28415-0024,1235.0,M,412.0,M,1970.0,F
7113-86041-0100_6437-66172-0010_1594-135914-0107,7113.0,F,6437.0,M,1594.0,M
4297-13006-0002_3807-4923-0017_1263-138246-0008,4297.0,F,3807.0,M,1263.0,F
6000-86686-0025_441-128982-0016_2159-179156-0013,6000.0,F,441.0,F,2159.0,M
2416-152139-0012_8975-270782-0027_5750-35690-0030,2416.0,F,8975.0,F,5750.0,M
460-172359-0091_2092-145706-0045_211-122442-0063,460.0,M,2092.0,F,211.0,F
6385-34669-0004_311-124404-0110_8609-262281-0001,6385.0,F,311.0,M,8609.0,M
6019-3185-0058_7059-77900-0001_3723-171631-0025,6019.0,M,7059.0,F,3723.0,M
6415-111615-0025_5390-30096-0000_3983-5371-0049,6415.0,F,5390.0,M,3983.0,F
587-54108-0030_4018-103416-0016_1970-28415-0016,587.0,F,4018.0,M,1970.0,F
1841-150351-0021_1594-135914-0030_7078-271888-0105,1841.0,F,1594.0,M,7078.0,F
4397-15666-0004_909-131041-0004_200-124140-0030,4397.0,M,909.0,M,200.0,F
2391-145015-0041_5339-14134-0038_6081-41997-0000,2391.0,F,5339.0,F,6081.0,M
196-122150-0003_2843-152918-0077_4680-16026-0025,196.0,M,2843.0,M,4680.0,F
211-122425-0078_5514-19192-0015_5463-39173-0024,211.0,F,5514.0,F,5463.0,M
3214-167602-0016_2893-139310-0007_4853-29413-0005,3214.0,M,2893.0,M,4853.0,F
8468-295198-0021_4898-28461-0009_5867-48852-0018,8468.0,F,4898.0,M,5867.0,F
6081-41997-0024_446-123501-0024_405-130895-0017,6081.0,M,446.0,M,405.0,M
250-142286-0024_311-124404-0107_298-126790-0017,250.0,F,311.0,M,298.0,F
6367-65536-0029_5390-24512-0041_7264-92310-0018,6367.0,M,5390.0,M,7264.0,M
6000-55211-0002_2159-179154-0024_5688-41232-0022,6000.0,F,2159.0,M,5688.0,F
1455-134435-0027_8238-283452-0011_6454-107462-0009,1455.0,M,8238.0,F,6454.0,M
1447-130551-0020_6064-56165-0015_78-368-0051,1447.0,F,6064.0,F,78.0,M
8324-286683-0036_7780-274562-0054_3440-171009-0076,8324.0,F,7780.0,F,3440.0,F
4267-72637-0031_7511-102419-0049_5339-14134-0063,4267.0,M,7511.0,F,5339.0,F
1246-135815-0003_8419-293473-0002_2911-15084-0003,1246.0,F,8419.0,M,2911.0,M
1841-159771-0004_3983-5331-0016_6209-34601-0020,1841.0,F,3983.0,F,6209.0,M
1970-10594-0039_2182-181173-0017_307-127539-0017,1970.0,F,2182.0,F,307.0,M
3947-13262-0029_5322-7679-0034_163-122947-0033,3947.0,F,5322.0,M,163.0,M
7078-271888-0071_587-54108-0013_4813-248638-0011,7078.0,F,587.0,F,4813.0,M
6563-285357-0038_4481-17498-0002_1363-139304-0003,6563.0,M,4481.0,F,1363.0,F
8063-274112-0023_2289-152254-0002_5561-39621-0024,8063.0,M,2289.0,M,5561.0,F
3526-176651-0011_3699-47246-0025_2436-2476-0004,3526.0,F,3699.0,M,2436.0,M
3242-67168-0021_2092-145706-0056_4160-11550-0007,3242.0,M,2092.0,F,4160.0,F
7367-86737-0006_8629-261139-0058_8063-274116-0031,7367.0,M,8629.0,M,8063.0,M
8468-286673-0002_2136-5147-0016_2384-152900-0070,8468.0,F,2136.0,M,2384.0,M
1363-139304-0035_2391-145015-0065_6367-65536-0037,1363.0,F,2391.0,F,6367.0,M
7278-104730-0023_2289-152257-0019_6454-120342-0021,7278.0,M,2289.0,M,6454.0,M
4214-7146-0054_7078-271888-0067_1116-132851-0004,4214.0,F,7078.0,F,1116.0,F
7511-102420-0034_2514-149482-0101_909-131045-0006,7511.0,F,2514.0,M,909.0,M
2196-174172-0038_445-123857-0011_6836-61803-0017,2196.0,F,445.0,M,6836.0,M
3235-28452-0028_8098-278252-0002_7367-86737-0084,3235.0,F,8098.0,M,7367.0,M
8014-112602-0003_3723-171115-0052_374-180298-0027,8014.0,F,3723.0,M,374.0,M
8014-112602-0013_5339-14133-0016_8063-274115-0001,8014.0,F,5339.0,F,8063.0,M
5703-47198-0053_3240-131231-0019_669-129061-0006,5703.0,M,3240.0,M,669.0,F
1040-133433-0054_8088-284756-0062_248-130644-0012,1040.0,M,8088.0,M,248.0,F
403-126855-0005_1116-132847-0015_2289-152253-0000,403.0,F,1116.0,F,2289.0,M
7511-102420-0027_3526-176653-0025_4340-15220-0066,7511.0,F,3526.0,F,4340.0,F
374-180299-0046_26-496-0021_4195-186237-0011,374.0,M,26.0,M,4195.0,F
5022-29411-0038_4859-22176-0018_5163-39921-0056,5022.0,F,4859.0,M,5163.0,F
7505-258964-0023_6019-3185-0006_5339-14133-0047,7505.0,M,6019.0,M,5339.0,F
7447-91187-0013_19-227-0005_298-126791-0066,7447.0,M,19.0,F,298.0,F
2007-149877-0016_196-122150-0033_7078-271888-0049,2007.0,F,196.0,M,7078.0,F
32-4137-0011_1553-140048-0009_1970-28415-0025,32.0,F,1553.0,F,1970.0,F
3112-9555-0058_2436-2477-0018_8975-270782-0058,3112.0,F,2436.0,M,8975.0,F
7402-59171-0047_6880-216547-0102_4397-15678-0002,7402.0,M,6880.0,M,4397.0,M
4853-27671-0016_625-132112-0043_4195-17507-0047,4853.0,F,625.0,M,4195.0,F
302-123523-0021_2691-156750-0022_1334-135589-0101,302.0,F,2691.0,F,1334.0,M
403-126855-0010_2007-149877-0036_5652-39938-0012,403.0,F,2007.0,F,5652.0,F
831-130739-0061_446-123501-0053_3436-172171-0036,831.0,M,446.0,M,3436.0,M
8238-283452-0007_5808-54425-0027_7859-102519-0012,8238.0,F,5808.0,M,7859.0,F
1355-39947-0006_6147-34607-0024_8088-284756-0024,1355.0,M,6147.0,F,8088.0,M
3830-12535-0016_4397-15678-0019_8312-279790-0016,3830.0,M,4397.0,M,8312.0,F
7635-105661-0004_201-127786-0070_1334-135589-0017,7635.0,F,201.0,M,1334.0,M
3235-28452-0015_3259-158083-0065_2691-156755-0007,3235.0,F,3259.0,F,2691.0,F
1723-141149-0109_3242-67168-0020_7511-102419-0011,1723.0,M,3242.0,M,7511.0,F
250-142286-0003_125-121124-0039_3486-166424-0034,250.0,F,125.0,F,3486.0,M
1098-133695-0061_6367-65536-0003_298-126790-0038,1098.0,F,6367.0,M,298.0,F
26-495-0024_150-126112-0033_6272-70191-0004,26.0,M,150.0,F,6272.0,F
302-123516-0006_226-131532-0033_7505-258964-0002,302.0,F,226.0,F,7505.0,M
87-121553-0015_5514-19193-0008_3440-171009-0075,87.0,F,5514.0,F,3440.0,F
7078-271888-0051_3983-5371-0022_3699-19401-0007,7078.0,F,3983.0,F,3699.0,M
3112-9555-0000_8425-291444-0008_6531-61334-0100,3112.0,F,8425.0,M,6531.0,F
4160-11549-0013_2391-145015-0077_60-121082-0068,4160.0,F,2391.0,F,60.0,M
302-123504-0026_8609-283227-0009_4481-17499-0032,302.0,F,8609.0,M,4481.0,F
8975-270782-0012_26-495-0063_32-21634-0018,8975.0,F,26.0,M,32.0,F
254-127705-0017_3242-8112-0024_3607-135982-0046,254.0,M,3242.0,M,3607.0,M
8580-287364-0038_7517-100429-0020_5322-7679-0016,8580.0,M,7517.0,F,5322.0,M
2159-179157-0004_6078-54007-0051_8630-305213-0004,2159.0,M,6078.0,F,8630.0,M
5808-54425-0030_1334-135589-0043_7402-90848-0026,5808.0,M,1334.0,M,7402.0,M
5514-19192-0016_8465-246940-0006_4397-15666-0008,5514.0,F,8465.0,F,4397.0,M
3112-9555-0003_1743-142914-0018_7367-86737-0026,3112.0,F,1743.0,M,7367.0,M
6019-3185-0008_60-121082-0049_8747-293952-0042,6019.0,M,60.0,M,8747.0,M
6147-34605-0016_4441-76263-0003_60-121082-0061,6147.0,F,4441.0,M,60.0,M
4014-186183-0023_2836-5354-0045_7635-105409-0065,4014.0,M,2836.0,F,7635.0,F
6415-116629-0029_3807-4923-0000_3607-135982-0039,6415.0,F,3807.0,M,3607.0,M
3830-12529-0004_8747-293952-0098_8770-295465-0028,3830.0,M,8747.0,M,8770.0,M
6019-3185-0098_8468-294887-0040_5688-41232-0045,6019.0,M,8468.0,F,5688.0,F
4014-186183-0008_8797-294123-0018_40-222-0057,4014.0,M,8797.0,M,40.0,F
1841-159771-0041_4018-107312-0005_7312-92432-0001,1841.0,F,4018.0,M,7312.0,M
196-122150-0000_3259-158083-0054_6880-216547-0026,196.0,M,3259.0,F,6880.0,M
3664-178355-0031_7780-274562-0105_6272-70191-0037,3664.0,M,7780.0,F,6272.0,F
2391-145015-0058_3168-173565-0054_909-131041-0021,2391.0,F,3168.0,M,909.0,M
3240-131231-0050_1743-142912-0004_2092-145706-0012,3240.0,M,1743.0,M,2092.0,F
3857-182315-0025_4267-72637-0022_4014-186183-0025,3857.0,M,4267.0,M,4014.0,M
6880-216547-0107_1263-138246-0036_5561-41615-0036,6880.0,M,1263.0,F,5561.0,F
8797-294123-0066_2159-179156-0005_3374-298025-0025,8797.0,M,2159.0,M,3374.0,M
87-121553-0086_669-129074-0003_7517-100442-0002,87.0,F,669.0,F,7517.0,F
4297-13009-0041_4406-16882-0023_1963-142393-0036,4297.0,F,4406.0,M,1963.0,F
83-9960-0052_5192-19397-0029_7278-246956-0016,83.0,F,5192.0,M,7278.0,M
6531-61334-0050_4362-15663-0027_5456-62043-0023,6531.0,F,4362.0,F,5456.0,M
8468-286673-0008_3242-67168-0016_6836-61803-0006,8468.0,F,3242.0,M,6836.0,M
248-130697-0015_3723-171631-0006_460-172357-0006,248.0,F,3723.0,M,460.0,M
8123-275216-0031_6437-66173-0014_8014-112602-0008,8123.0,F,6437.0,M,8014.0,F
3259-158083-0023_8580-287363-0017_4195-186238-0025,3259.0,F,8580.0,M,4195.0,F
226-122538-0029_8095-274348-0012_2391-145015-0048,226.0,F,8095.0,M,2391.0,F
311-124404-0041_6531-61334-0035_3879-173592-0028,311.0,M,6531.0,F,3879.0,F
5867-48852-0078_481-123720-0006_40-222-0017,5867.0,F,481.0,M,40.0,F
669-129061-0046_8747-293952-0036_4137-11702-0035,669.0,F,8747.0,M,4137.0,F
1355-39947-0057_8098-275181-0020_226-131533-0001,1355.0,M,8098.0,M,226.0,F
2002-139469-0014_730-359-0034_7178-34644-0023,2002.0,M,730.0,F,7178.0,F
8419-286676-0013_6454-93938-0023_8465-246942-0012,8419.0,M,6454.0,M,8465.0,F
3259-158083-0006_196-122159-0008_3440-171006-0022,3259.0,F,196.0,M,3440.0,F
6531-61334-0097_3486-166446-0006_4481-17498-0006,6531.0,F,3486.0,M,4481.0,F
4397-15668-0008_6818-76332-0052_3242-67168-0002,4397.0,M,6818.0,F,3242.0,M
3830-12530-0000_2989-138035-0031_4195-186238-0013,3830.0,M,2989.0,F,4195.0,F
4441-76250-0009_5192-19397-0025_6081-42010-0031,4441.0,M,5192.0,M,6081.0,M
2159-179156-0032_7178-34644-0036_5192-19397-0004,2159.0,M,7178.0,F,5192.0,M
6880-216547-0096_2911-15045-0007_7635-105661-0012,6880.0,M,2911.0,M,7635.0,F
2764-36616-0006_2436-2481-0034_2910-131096-0022,2764.0,F,2436.0,M,2910.0,F
6880-216547-0009_3526-176653-0023_196-122159-0012,6880.0,M,3526.0,F,196.0,M
233-134440-0016_5322-7678-0000_1898-145702-0009,233.0,M,5322.0,M,1898.0,F
2007-149877-0060_1081-125237-0106_4680-16042-0037,2007.0,F,1081.0,M,4680.0,F
2416-152139-0049_3112-9555-0043_8419-293473-0018,2416.0,F,3112.0,F,8419.0,M
328-129766-0007_4788-294466-0031_254-127705-0005,328.0,F,4788.0,M,254.0,M
1235-135884-0029_3259-158083-0047_6367-74004-0003,1235.0,M,3259.0,F,6367.0,M
83-3054-0001_78-368-0050_6209-34599-0005,83.0,F,78.0,M,6209.0,M
3664-178355-0023_445-123860-0004_4014-186183-0022,3664.0,M,445.0,M,4014.0,M
1263-141777-0022_5652-39938-0036_3830-12535-0031,1263.0,F,5652.0,F,3830.0,M
6147-34605-0004_5688-41232-0009_6078-54013-0055,6147.0,F,5688.0,F,6078.0,F
1034-121119-0019_198-129977-0022_6437-66173-0056,1034.0,M,198.0,F,6437.0,M
458-126305-0025_1040-133433-0065_150-132655-0021,458.0,M,1040.0,M,150.0,F
1594-135914-0001_6925-80680-0071_3436-172171-0064,1594.0,M,6925.0,M,3436.0,M
5688-41232-0015_3526-175658-0000_6454-120342-0018,5688.0,F,3526.0,F,6454.0,M
3486-166446-0013_2196-170379-0007_4297-13006-0022,3486.0,M,2196.0,F,4297.0,F
587-41611-0012_5652-19215-0053_1447-130551-0024,587.0,F,5652.0,F,1447.0,F
4680-16042-0009_3699-19402-0015_5789-70653-0034,4680.0,F,3699.0,M,5789.0,F
5049-25947-0027_1246-124548-0013_2836-5354-0014,5049.0,M,1246.0,F,2836.0,F
19-227-0013_7178-34644-0034_1743-142913-0019,19.0,F,7178.0,F,1743.0,M
3240-131232-0019_3436-172171-0049_7511-102419-0012,3240.0,M,3436.0,M,7511.0,F
5514-19192-0023_2911-12359-0004_6081-42010-0035,5514.0,F,2911.0,M,6081.0,M
403-128339-0027_6836-61803-0004_8770-295462-0040,403.0,F,6836.0,M,8770.0,M
8465-246947-0027_7178-34644-0039_8609-283227-0070,8465.0,F,7178.0,F,8609.0,M
3807-4923-0036_3374-298025-0021_6147-34605-0006,3807.0,M,3374.0,M,6147.0,F
125-121342-0021_1088-129236-0005_6181-216552-0033,125.0,F,1088.0,F,6181.0,M
1723-141149-0023_4788-91208-0003_6836-76549-0009,1723.0,M,4788.0,M,6836.0,M
311-124404-0086_8838-298545-0043_4340-15220-0057,311.0,M,8838.0,M,4340.0,F
6064-56165-0026_3607-29116-0035_8629-261139-0014,6064.0,F,3607.0,M,8629.0,M
2136-5140-0040_8108-274318-0013_3240-131231-0012,2136.0,M,8108.0,M,3240.0,M
78-368-0007_1898-145715-0047_445-123857-0003,78.0,M,1898.0,F,445.0,M
40-222-0035_6367-74004-0010_4441-76263-0017,40.0,F,6367.0,M,4441.0,M
8063-274117-0015_3664-178355-0032_405-130894-0077,8063.0,M,3664.0,M,405.0,M
3436-172162-0046_7505-258964-0026_2817-142371-0029,3436.0,M,7505.0,M,2817.0,F
7178-34645-0034_198-209-0000_6415-100596-0032,7178.0,F,198.0,F,6415.0,F
2416-152139-0024_1970-28415-0020_250-140277-0006,2416.0,F,1970.0,F,250.0,F
2182-181183-0002_8312-279790-0022_6078-54013-0024,2182.0,F,8312.0,F,6078.0,F
1034-121119-0050_374-180298-0060_5390-30102-0008,1034.0,M,374.0,M,5390.0,M
8580-287364-0011_1723-141149-0042_4640-19189-0039,8580.0,M,1723.0,M,4640.0,F
1069-133709-0002_2002-139469-0058_4088-158079-0011,1069.0,F,2002.0,M,4088.0,F
8226-274369-0001_8098-278252-0012_1455-134435-0068,8226.0,M,8098.0,M,1455.0,M
1040-133433-0033_4406-16882-0028_4481-17499-0042,1040.0,M,4406.0,M,4481.0,F
3374-298032-0005_83-3054-0000_6437-66173-0031,3374.0,M,83.0,F,6437.0,M
27-123349-0008_1553-140047-0034_2691-156745-0002,27.0,M,1553.0,F,2691.0,F
374-180299-0038_5463-39173-0053_7517-100437-0033,374.0,M,5463.0,M,7517.0,F
887-123289-0034_26-495-0025_1088-134315-0051,887.0,F,26.0,M,1088.0,F
1963-142776-0012_4830-25904-0041_6476-57446-0051,1963.0,F,4830.0,M,6476.0,F
7511-102420-0038_8425-292520-0017_5789-57158-0028,7511.0,F,8425.0,M,5789.0,F
4267-72637-0012_5322-7679-0005_1970-26100-0018,4267.0,M,5322.0,M,1970.0,F
8088-284756-0114_6000-55211-0055_3947-13262-0039,8088.0,M,6000.0,F,3947.0,F
6836-61804-0030_8098-275181-0004_198-126831-0041,6836.0,M,8098.0,M,198.0,F
2416-152139-0039_5022-29411-0051_909-131045-0001,2416.0,F,5022.0,F,909.0,M
3240-131231-0080_4267-287369-0019_3168-173564-0037,3240.0,M,4267.0,M,3168.0,M
103-1241-0031_8629-261140-0000_7226-86964-0023,103.0,F,8629.0,M,7226.0,M
8465-246940-0013_2952-410-0038_5652-39938-0014,8465.0,F,2952.0,M,5652.0,F
